id,legacy_id,formal_code,scientific_name,family_code,family,genus,species,area,hypothesis,primary_metric,metric_code,suggested_method,source
H380,H380,AVT-VER-PROB-380,*Verticalis probatoria* var. h380-hidden-framing-increases,VER,Vertical / niche mechanics,Verticalis,probatoria,Travel,Hidden-gem framing increases shares but needs proof of accessibility/cost to earn saves.,infer from protocol,SAV,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H381,H381,AVT-VER-PRIM-381,*Verticalis primafacialis* var. h381-travel-frames-should,VER,Vertical / niche mechanics,Verticalis,primafacialis,Travel,Travel first frames should show the most distinctive place-specific visual immediately.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H382,H382,AVT-FID-VERT-382,*Fides verticalis* var. h382-music-clips-retain,FID,Trust / proof / originality,Fides,verticalis,Music / performance,Music clips retain better when the best moment arrives in the first 3 seconds.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H383,H383,AVT-ACT-ACTI-383,*Actio actionalis* var. h383-process-behind-song,ACT,Action design / CTA,Actio,actionalis,Music / performance,Process/behind-the-song clips convert follows better than finished performance alone.,infer from protocol,FOL,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H384,H384,AVT-COG-CAPT-384,*Cognitio captionis* var. h384-lyric-caption-overlays,COG,Comprehension / cognitive load,Cognitio,captionis,Music / performance,Lyric/caption overlays increase shareability when the line is identity-relevant.,infer from protocol,SND,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H385,H385,AVT-VER-PRIM-385,*Verticalis primafacialis* var. h385-process-stop-scroll,VER,Vertical / niche mechanics,Verticalis,primafacialis,Art / design,Art process videos stop scroll with either final work or a dramatic transformation moment.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H386,H386,AVT-EXP-ACTI-386,*Experimentum actionalis* var. h386-design-critique-follow,EXP,Testing / measurement,Experimentum,actionalis,Art / design,Design critique videos follow better when they explain the decision logic.,infer from protocol,FOL,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H387,H387,AVT-VER-ACTI-387,*Verticalis actionalis* var. h387-before-after-design,VER,Vertical / niche mechanics,Verticalis,actionalis,Art / design,Before/after design videos save better when the design rule is extracted at the end.,infer from protocol,SAV,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H388,H388,AVT-ACT-ACTI-388,*Actio actionalis* var. h388-skill-tutorials-save,ACT,Action design / CTA,Actio,actionalis,Gaming,Skill tutorials save better when they freeze the exact input/mechanic.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H389,H389,AVT-COG-TEXT-389,*Cognitio textualis* var. h389-high-stakes-clips,COG,Comprehension / cognitive load,Cognitio,textualis,Gaming,High-stakes clips need the stakes label before the play begins.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H390,H390,AVT-SEA-QUAE-390,*Quaeribilitas quaesitiva* var. h390-patch-meta-commentary,SEA,Search / long-tail demand,Quaeribilitas,quaesitiva,Gaming,Patch/meta commentary gets search long-tail when the exact game/version is in title and first line.,infer from protocol,CMT,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H391,H391,AVT-FID-COMM-391,*Fides commercialis* var. h391-product-convert-problem,FID,Trust / proof / originality,Fides,commercialis,Ecommerce / retail,Product videos convert better from problem demonstration than aesthetic product display.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H392,H392,AVT-FID-COMM-392,*Fides commercialis* var. h392-objection-handling-clips,FID,Trust / proof / originality,Fides,commercialis,Ecommerce / retail,Objection-handling clips improve qualified clicks for higher-consideration items.,infer from protocol,CLK,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H393,H393,AVT-FID-ACTI-393,*Fides actionalis* var. h393-comparison-grids-increase,FID,Trust / proof / originality,Fides,actionalis,Ecommerce / retail,Comparison grids increase saves when buyers need to decide later.,infer from protocol,SAV,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H394,H394,AVT-VER-VERT-394,*Verticalis verticalis* var. h394-should-lead-business,VER,Vertical / niche mechanics,Verticalis,verticalis,B2B / professional services,"B2B videos should lead with business pain, not creator personality.",infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H395,H395,AVT-VER-VERT-395,*Verticalis verticalis* var. h395-case-studies-convert,VER,Vertical / niche mechanics,Verticalis,verticalis,B2B / professional services,"Case studies convert better when the constraint, intervention and outcome are all visible.",infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H396,H396,AVT-VER-PROB-396,*Verticalis probatoria* var. h396-authority-needs-original,VER,Vertical / niche mechanics,Verticalis,probatoria,B2B / professional services,"Authority content needs original frameworks or data, not generic tips.",infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H397,H397,AVT-VER-ACTI-397,*Verticalis actionalis* var. h397-career-save-they,VER,Vertical / niche mechanics,Verticalis,actionalis,Career / job / study life,"Career videos save better when they include scripts, templates or checklists.",infer from protocol,SAV,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H398,H398,AVT-VER-VERT-398,*Verticalis verticalis* var. h398-life-retain-framed,VER,Vertical / niche mechanics,Verticalis,verticalis,Career / job / study life,Day-in-the-life videos retain better when framed by a concrete lesson or tension.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H399,H399,AVT-VER-VERT-399,*Verticalis verticalis* var. h399-interview-resume-tips,VER,Vertical / niche mechanics,Verticalis,verticalis,Career / job / study life,Interview/resume tips share better when aimed at a specific recipient category.,infer from protocol,SND,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H400,H400,AVT-VER-STOR-400,*Verticalis storyformis* var. h400-local-service-convert,VER,Vertical / niche mechanics,Verticalis,storyformis,Local services,Local service videos convert better when they show the messy before state first.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H401,H401,AVT-VER-TEXT-401,*Verticalis textualis* var. h401-geographic-labels-improve,VER,Vertical / niche mechanics,Verticalis,textualis,Local services,Geographic labels improve qualified discovery but may narrow total reach.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H402,H402,AVT-VER-VERT-402,*Verticalis verticalis* var. h402-customer-question-build,VER,Vertical / niche mechanics,Verticalis,verticalis,Local services,Customer question videos build trust more efficiently than promo videos.,infer from protocol,TRU,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H403,H403,AVT-FID-VERT-403,*Fides verticalis* var. h403-wellbeing-should-avoid,FID,Trust / proof / originality,Fides,verticalis,Health / wellbeing - non-medical,"Wellbeing content should avoid overclaiming and use practical, low-risk routines to preserve trust.",infer from protocol,TRU,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H404,H404,AVT-COG-TEXT-404,*Cognitio textualis* var. h404-routine-save-they,COG,Comprehension / cognitive load,Cognitio,textualis,Health / wellbeing - non-medical,"Routine videos save better when they fit a clear time/context such as morning, lunch break or pre-sleep.",infer from protocol,SAV,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H405,H405,AVT-TEN-EMOT-405,*Tensio emotiva* var. h405-relief-framing-works,TEN,Hook tension / information gap,Tensio,emotiva,Health / wellbeing - non-medical,Relief framing works better than fear framing for sustainable wellbeing content.,infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H406,H406,AVT-TEN-UNCU-406,*Tensio uncus* var. h406-major-variable-test,TEN,Hook tension / information gap,Tensio,uncus,Variant design,"One major variable per test produces cleaner learning than changing hook, text, length and CTA simultaneously.",infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H407,H407,AVT-EXP-STOR-407,*Experimentum storyformis* var. h407-variant-test-usually,EXP,Testing / measurement,Experimentum,storyformis,Variant design,A 3-variant test is usually enough to detect direction before producing a 10-variant batch.,infer from protocol,MIX,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H408,H408,AVT-ATT-PRIM-408,*Salientia primafacialis* var. h408-reusing-body-different,ATT,Attention / first-frame salience,Salientia,primafacialis,Variant design,Reusing the same body with different first frames is the fastest way to test scroll-stop.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H409,H409,AVT-SEA-QUAE-409,*Quaeribilitas quaesitiva* var. h409-metrics-reveal-packaging,SEA,Search / long-tail demand,Quaeribilitas,quaesitiva,Time windows,24h metrics reveal packaging and early audience fit; 7d/30d metrics reveal search and durable value.,infer from protocol,EHR,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H410,H410,AVT-FID-FIDU-410,*Fides fiduciae* var. h410-loses-wins-should,FID,Trust / proof / originality,Fides,fiduciae,Time windows,"A video that loses 24h but wins 30d should be classified as evergreen, not failed.",infer from protocol,SEA,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H411,H411,AVT-SEA-QUAE-411,*Quaeribilitas quaesitiva* var. h411-wins-dies-should,SEA,Search / long-tail demand,Quaeribilitas,quaesitiva,Time windows,A video that wins 24h but dies by 7d should be treated as trend/emotion-led unless it also gains search traffic.,infer from protocol,SEA,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H412,H412,AVT-FOR-FORM-412,*Forma formalis* var. h412-compare-within-topic,FOR,Content form mechanics,Forma,formalis,Cohort comparison,"Compare videos within the same topic cluster, not across unrelated topics.",infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H413,H413,AVT-EXP-ACTI-413,*Experimentum actionalis* var. h413-follower-heavy-follower,EXP,Testing / measurement,Experimentum,actionalis,Cohort comparison,Follower-heavy and non-follower-heavy posts need separate diagnosis.,infer from protocol,FOL,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H414,H414,AVT-ACT-ACTI-414,*Actio actionalis* var. h414-small-accounts-should,ACT,Action design / CTA,Actio,actionalis,Cohort comparison,Small accounts should judge follow conversion and saves more heavily than vanity view totals.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H415,H415,AVT-FOR-FORM-415,*Forma formalis* var. h415-tagging-frame-type,FOR,Content form mechanics,Forma,formalis,Creative genome,Tagging first-frame type reveals repeatable patterns that raw view counts hide.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H416,H416,AVT-FOR-FORM-416,*Forma formalis* var. h416-winner-mechanisms-useful,FOR,Content form mechanics,Forma,formalis,Creative genome,Winner mechanisms are more useful than winning topics.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H417,H417,AVT-FID-ACTI-417,*Fides actionalis* var. h417-failed-saves-become,FID,Trust / proof / originality,Fides,actionalis,Creative genome,Failed videos with strong saves can become stronger after packaging revision.,infer from protocol,SAV,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H418,H418,AVT-FOR-STOR-418,*Forma storyformis* var. h418-scoring-below-threshold,FOR,Content form mechanics,Forma,storyformis,Pre-post scoring,Videos scoring below threshold on first-frame clarity should be rebuilt before posting.,infer from protocol,EHR,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H419,H419,AVT-FOR-STOR-419,*Forma storyformis* var. h419-should-declare-primary,FOR,Content form mechanics,Forma,storyformis,Pre-post scoring,A video should declare its primary action before scripting.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H420,H420,AVT-RET-STOR-420,*Retentio storyformis* var. h420-scripts-payoff-under,RET,Retention / story progress,Retentio,storyformis,Pre-post scoring,Scripts with no first payoff under 7 seconds should be considered high-risk for cold audiences.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H421,H421,AVT-COG-TEXT-421,*Cognitio textualis* var. h421-every-postmortem-should,COG,Comprehension / cognitive load,Cognitio,textualis,Postmortems,"Every postmortem should identify the failed gate, not just label the video good or bad.",infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H422,H422,AVT-FID-ACTI-422,*Fides actionalis* var. h422-comments-should-coded,FID,Trust / proof / originality,Fides,actionalis,Postmortems,"Comments should be coded as confusion, disagreement, identity, request or praise.",infer from protocol,CMT,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H423,H423,AVT-TEN-UNCU-423,*Tensio uncus* var. h423-high-completion-action,TEN,Hook tension / information gap,Tensio,uncus,Postmortems,"Videos with high completion and low action need stronger save/send/follow design, not better hooks.",infer from protocol,RET,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H424,H424,AVT-MED-NATI-424,*Mediagrammatica nativa* var. h424-repurposed-long-clips,MED,Platform grammar,Mediagrammatica,nativa,Repurposing,Repurposed long clips need new native openings for each platform.,infer from protocol,MIX,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H425,H425,AVT-TRN-ACTI-425,*Transmissio actionalis* var. h425-insight-produce-separate,TRN,Social transmission / sharing,Transmissio,actionalis,Repurposing,"The same insight can produce separate save, send and comment variants.",infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H426,H426,AVT-FOR-FORM-426,*Forma formalis* var. h426-repurposing-should-preserve,FOR,Content form mechanics,Forma,formalis,Repurposing,"Repurposing should preserve the mechanism, not the exact edit.",infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H427,H427,AVT-MEM-SERI-427,*Memoria serialis* var. h427-series-should-test,MEM,Series / audience memory,Memoria,serialis,Series testing,A series should test one stable promise with variable examples.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H428,H428,AVT-MEM-SERI-428,*Memoria serialis* var. h428-series-intros-should,MEM,Series / audience memory,Memoria,serialis,Series testing,Series intros should be shorter as audience familiarity grows.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H429,H429,AVT-ACT-SERI-429,*Actio serialis* var. h429-named-series-increases,ACT,Action design / CTA,Actio,serialis,Series testing,A named series increases follow conversion only if the name communicates future value.,infer from protocol,FOL,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H430,H430,AVT-RSK-ACTI-430,*Custodia actionalis* var. h430-controversy-should-tested,RSK,Risk / decision control,Custodia,actionalis,Risk control,"Controversy should be tested against trust metrics, not just comments.",infer from protocol,CMT,M-ROB,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H431,H431,AVT-RSK-ACTI-431,*Custodia actionalis* var. h431-ragebait-killed-even,RSK,Risk / decision control,Custodia,actionalis,Risk control,Ragebait can be killed even if it wins comments when it loses completion or follow conversion.,infer from protocol,RET,M-ROB,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H432,H432,AVT-RSK-STOR-432,*Custodia storyformis* var. h432-template-should-audited,RSK,Risk / decision control,Custodia,storyformis,Risk control,AI/template content should be audited for sameness before scaling volume.,infer from protocol,MIX,M-ROB,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H433,H433,AVT-RSK-ACTI-433,*Custodia actionalis* var. h433-scale-mechanism-wins,RSK,Risk / decision control,Custodia,actionalis,Decision rules,"Scale when a mechanism wins at least two of: retention, save/send, follow, or 7d durability.",infer from protocol,SAV,M-ROB,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H434,H434,AVT-RSK-EXPE-434,*Custodia experimentalis* var. h434-kill-tactic-improves,RSK,Risk / decision control,Custodia,experimentalis,Decision rules,Kill when a tactic improves starts but consistently damages completion and trust.,infer from protocol,RET,M-ROB,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H435,H435,AVT-EXP-EXPE-435,*Experimentum experimentalis* var. h435-iterate-value-packaging,EXP,Testing / measurement,Experimentum,experimentalis,Decision rules,Iterate when the content value is strong but the packaging gate failed.,infer from protocol,MIX,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
